announce is:http://torrent.fedoraproject.org:6969/announce
announce-list is:(null) and (null) 
12662 SHA1 is: 729a546fcce976e09196acdf8474b4947bd71eaa
12663 SHA1 is: 89cc6caeccb111807ce77f3c4ba22f37d9e0742b
12664 SHA1 is: 1bc8dceaaf555f939aa4e64f5d0458ec38398d6a
12665 SHA1 is: bcd2dd960deb5c9841c68724c608ca77594d73ec
12666 SHA1 is: 9ae887989356746082801c1262d018896ae48d3d
12667 SHA1 is: eed348cee651f0bbfae3ec8234d6ec0b5d07229d
12668 SHA1 is: ec2abf8bd9b41526dfa0908fd3d4a1f6077308dc
12669 SHA1 is: e0ffc356c598efa4ed32f4cb25f6f30c2c6f6675
12670 SHA1 is: 7249ae7357bcb125a9f951b94f6e94f6d7eb2265
12671 SHA1 is: 3184b6586d68187a70516f610d63aedcee5f176d
12672 SHA1 is: d0d1473a5f6e8211bbcea4994a38b409d4c0e908
12673 SHA1 is: 31015097dcce040c75cee1a29be2359e82489443
12674 SHA1 is: a830333518ddb6f19d9ee1b4694129ea612be66f
12675 SHA1 is: 15bbe7ad92d6865678284770decb61982f7e4a42
12676 SHA1 is: 7c53ece65038605a5436b66d70ec04a86eb827a4
12677 SHA1 is: 0cc1d09b2a6d6a4a1af64e7a459f0bbf50e5c7a5
12678 SHA1 is: 9c8524a0746300f0ce074b3d6ce709e517d34364
12679 SHA1 is: 79eb37fdb11f475e49dc12f4f8de9863ef0c83ef
12680 SHA1 is: 70afa0ed2207f735284a554bb811fe783eef12c8
12681 SHA1 is: 021e9cb43253bf43d6ad17a4b1b24baea444fb47
12682 SHA1 is: 2f95ee0b6c952ba287b06e05c35351482702f676
12683 SHA1 is: 2ac1356b69c4c160847c92c6b21cb5e385e8c084
12684 SHA1 is: 2737c11f80e2be8cf758196e4f38fd2600b681d3
12685 SHA1 is: f1041c89803ebaa7422c512221e9b7fb51d793ad
12686 SHA1 is: 21d39c717a7a649a57a11a5d58425f1e0841e251
12687 SHA1 is: e835cb8fc38976827556b7b3badd1aa2ef9e7fc0
12688 SHA1 is: f24e3dfc309a646d2e6c1e2d07b8a5c2ce950256
12689 SHA1 is: 4e9341b21b2d8d9e9d9e2f63899f004722f442e7
12690 SHA1 is: 22e2637a1d1ad40856dc57ae691b7ef89204264c
12691 SHA1 is: cf3eb255e4b9b7a279c5f2d862f20e2b3e3019d8
12692 SHA1 is: ecbcd1444178a66d0a5e9667cbf7a9bbddfed3f6
12693 SHA1 is: f548cedc30f18b4893acc8b5e65e2325e91712f8
12694 SHA1 is: 298c21a24c175df3aef47bb3cce62f5fdc11266a
12695 SHA1 is: 296d19a7540a1f743f7a1d3f664c79653c689bea
12696 SHA1 is: 7898371b50e089c222990533b3aca5df6fba4d9d
12697 SHA1 is: 71cbd95f8427ddefe68ac6e110afe30e26d4d799
12698 SHA1 is: 4d026dd8f64664e4b38ef3f49f123980bcbb86d4
12699 SHA1 is: 0734728419c765e896adf132d78d59e6b75094e3
12700 SHA1 is: a84110d1f5f58f81d78aca6837debb86fe635f74
12701 SHA1 is: 34770cac3226d6354f517bf0464bb21c0b15ae67
12702 SHA1 is: e652fb456c8db4dfd4f6b5e9b873355199197dad
12703 SHA1 is: 62b2540d565e4a2537ed6c110cf5756f4b0ceef3
12704 SHA1 is: 53dbe3876ae2543c7263abc929ab60b52aa08065
12705 SHA1 is: 26b1f040523c176c5da0759990f81adcf00ddd11
12706 SHA1 is: 7529b2eb9f8bc3903ad789dda25b74864e5d0113
12707 SHA1 is: 6aaddd4d82ba98cd247e66f3cab243fea5a4e7f8
12708 SHA1 is: a837668a771d230a791952b3e0833798adf777d8
12709 SHA1 is: 6c004d179dd64cc925b245d56d17dd159c26e11e
12710 SHA1 is: 993f57eb8066cfe5dd16f2e1ffa228e6008c3c47
12711 SHA1 is: 3dec7544a034ed06fccf7843a7805361d08d7961
12712 SHA1 is: 9a0e679e24b127a7650776bdcd163652fc139fc0
12713 SHA1 is: fca17d855449557570a42d255f97fa0f30681cbc
12714 SHA1 is: 4445434a4a815833683b17c29d920ae69ed47fe7
12715 SHA1 is: c153da8f7200dc033bb6628c3ac4e960052b37a4
12716 SHA1 is: 09f90f553419d80604d9b9b626a251090ea86dde
12717 SHA1 is: 6251e35b47e7f624a78d7af3cfc106c3e70040b1
12718 SHA1 is: 406bb3c09171ee42e8516c1ea154fad643184bc3
12719 SHA1 is: e5acb28d7ff5e89a5b10ea381e0442d0420098d7
12720 SHA1 is: 5342612352e0b1aab23b7394084a2b78d2e7f2f1
12721 SHA1 is: 2d915f3203b8c1f7e814dac5aa6c895df9034cb7
12722 SHA1 is: 3ac077e919b262730b420116bb91697dcdea1bd5
12723 SHA1 is: 6a81c2e1fe8429d37a01b418c7f7e20e870437eb
12724 SHA1 is: 1f4993430a5bfcd50f9d13e84fcda956bc57f838
12725 SHA1 is: 8f1c9f17ffcbf49a89bf445e7afd9151bc30e097
12726 SHA1 is: ae9a001ce84de624ef8eb3ad14c74ac2622d405a
12727 SHA1 is: 204249af1e748612bf08b83b93f6b0b8d55dce64
12728 SHA1 is: 45b9d6b0c58408824a353320ffe3a83060676011
12729 SHA1 is: d7e2da0ae7ca1959d69b0a16f5c759a22db354b7
12730 SHA1 is: 538ce9769cb41dd9f1800a21db3b17bfece85e9c
12731 SHA1 is: 54d50ec918763cc20e28ec6080f5b0e153116700
12732 SHA1 is: 60ff6be1a07b79ab19ac900aec6c70ed9c03e7a2
12733 SHA1 is: ca5b613a57a67954cafea7730552877ba7d2b271
12734 SHA1 is: d6cee8102d754f98ad16b109fddd163fbe2abdd1
12735 SHA1 is: 9672bb012f3c1b0784384075b576d598d7a3398a
12736 SHA1 is: 3ad7f0cc63a82ce9ac2c64b3dab8699b66de240a
12737 SHA1 is: 4c5807934b7851b9a670f8f8be8a7425cd96a571
12738 SHA1 is: 14feecae34d572400676d585bd80e47e99d4e26d
12739 SHA1 is: 8ab7695ff3adbbc2e4cd91ca605dfb646fceacd7
12740 SHA1 is: ebef9e0b744a86a441d5671ec763e2ef874b66e5
12741 SHA1 is: c88916514039ccd22e937c1ce68950909fc90e05
12742 SHA1 is: 2f5d25f6f6ceffd529f9983f9109b8d43619c214
12743 SHA1 is: f6072b6c8b3abc55042071d882f78a645759788c
12744 SHA1 is: 55d62db9f48a208a4e336761c7eb9e6436c2d806
12745 SHA1 is: 45548ef4a85ad743e57fa0bf14121c4c651803b5
12746 SHA1 is: c044ac6a6521dac2682ede76a7b99efbe903fbd0
12747 SHA1 is: 23402a4d357e53ee83487406aa050b98cd6d530b
12748 SHA1 is: 1a7c2804d8a6c4c45e618dcc7f59f41a003225b0
12749 SHA1 is: a5d71502f2d2d626d02e8b503ee4c4b6929d5b95
12750 SHA1 is: 5534132a89858944dbb1c41cc0b81fbf276aa0ae
12751 SHA1 is: adcaa165f031f8de91cfeaf32ad144e5f475bb39
12752 SHA1 is: 12e8c732b23eb6e0da98f4d4e340a38d24ad1ac9
12753 SHA1 is: b66edfa0e9b4665210009044e0ac64d8e27739a7
12754 SHA1 is: 68cc9159b867fe24b3808e37fd8774e3ab712c16
12755 SHA1 is: b8a7207ff2297b78b56c708e5857d155278defe3
12756 SHA1 is: 94c67623923c021166c114d45f44f7d98da8af79
12757 SHA1 is: edc9b4e1feff4daf5e858fc7c6e376b1b8b62f1e
12758 SHA1 is: ed4cda6aca69e6c430af8f5b2e4c9445c15c490c
12759 SHA1 is: 8446d60230ca8d07ab9e2f63f06244b216a64e0c
12760 SHA1 is: 60f076f1f4993e0c70298220a867fdd3bf0d5081
12761 SHA1 is: b9d748c82f53b447f15b11f9740da764bb9ecef0
12762 SHA1 is: 698e268f8efdfcf8e06609fcc35fa6a71f8cc432
12763 SHA1 is: ca1f57cc393b0c3ce2ff8019016c55d13a95ed08
12764 SHA1 is: a97f4b9cfe936dbd1e7c36b8316ea87d76a42b00
12765 SHA1 is: 62626eb9dccae2f80cbdbbf43d7a774998b219b9
12766 SHA1 is: 16271caa0d7e5fe4869771a9b333ff49f4b5b93e
12767 SHA1 is: c43bba0ee0c3ed8c020c7392c6511d8ff6f2f539
12768 SHA1 is: 1c91289a7a88ee9467bfcdabaa75ef2944e84a1a
12769 SHA1 is: b44ff51d7895188268d79392e6d060415eb16f55
12770 SHA1 is: 97a8c2c5cce94bf886ec38a9401a813592e22094
12771 SHA1 is: 3378ca15afe26883247a66cd56f28b0911dc65a9
12772 SHA1 is: 5304c010ab5b148d5a0c57f11520247b60f28f32
12773 SHA1 is: ec1445e256c1cf57fd53e95e3bd4585670a0fb91
12774 SHA1 is: c615b7941fe4b7779b449a38b03e91d342d2149e
12775 SHA1 is: 09a3f01b8356133564afaf5849da60e43cf0fb27
12776 SHA1 is: 31c72655ad1ddf216a398f31480b018fc2c367f5
12777 SHA1 is: ca4ea15be57776d9529a483e36673e920e6d52e4
12778 SHA1 is: 765560cc1d2f88686a0488fed9ae09f6889b9e42
12779 SHA1 is: 627ad8da31d83b81aa44874325d95b441ca27f2f
12780 SHA1 is: 4102808b35b92133616bd06457968e28b0efe701
12781 SHA1 is: 32cecaa6fdada1ea2bd7dc11eaa78ad2eb725fa0
12782 SHA1 is: 84c6f9ac7998d85ff92f17ed170b9d75da0ff701
12783 SHA1 is: f5c8525d9ec81f43099b168511094433eb50c52e
12784 SHA1 is: f974fd6b4113e09693cd4db41af29623e35da4c0
12785 SHA1 is: 87a3e80b6799bcfcaf64019dada83f607413fb27
12786 SHA1 is: e095fcfe9e9d07ca1dfd02a52ad2395a5391451c
12787 SHA1 is: e6ccef375e54986cc2b0490106a3ffb6a781be74
12788 SHA1 is: a661228f22d735c63e3e292fd18e745edf23ae06
12789 SHA1 is: a62192e4d8714f9d0b13ccb2f868d087c3059ed8
12790 SHA1 is: 9d40b10b5e3304e9e20050906d9a58a81267f3aa
12791 SHA1 is: 5321b2331ad6920bcce8db604ebd387a91d99b99
12792 SHA1 is: 58379cc94f152c2df23aea9c108817670ddbe6f8
12793 SHA1 is: 7678151ee4a5e6c7bfc4c7f6304d9f637c5d48fb
12794 SHA1 is: 3ef5e5a2e7acf79ded717e76bdc22d7c9107277e
12795 SHA1 is: ac164f5b494812f06da61100d9f5a3c2d9c4ccd3
12796 SHA1 is: fcd2194073d50b33b09bfe7190957129e9a511be
12797 SHA1 is: f1b51c216758af3c6ccaf0c394eb6f268b1b34aa
12798 SHA1 is: 27ff0a154fc99a5b47459e61aa5ac3d6ad251659
12799 SHA1 is: f17f517d4cd7195954941c1510c4218b19b3b68f
12800 SHA1 is: 158ece6c257ebc00be1d174fe4fa95f69f5d9d46
12801 SHA1 is: 6f8a3dd47d506e054b80039247e25eb57b9352b9
12802 SHA1 is: 3267f62055440b54d907bbfd80bfd134cf4404cf
12803 SHA1 is: 28df58a59c58e390065868e2432ddd6b29c2f478
12804 SHA1 is: 80556ecfcd199ba43b6fb59fa5d4c3c8974734bf
12805 SHA1 is: 2c68fdec2853f5fcbcba984f431e8a828b813567
12806 SHA1 is: f419c1cddf3f45ef21d6df30fa3386884aa88f99
12807 SHA1 is: 43e6ab1a5408cec28afa1b2de7c79e47764c76c0
12808 SHA1 is: d3220e06ea16f13a97ed23be1308e33c061ff1b8
12809 SHA1 is: 9db8ddc1d10501ea2d0ec7f15b30161eb80bec1e
12810 SHA1 is: 222303b21967cfd413dde0d4967ba53d12ca52a5
12811 SHA1 is: 08b69c1dab1c0fc8fef6b57aae11915bc65f730b
12812 SHA1 is: 4e03165c9a4a05786724b9b257cd0b9890b4d344
12813 SHA1 is: 9c4353faa66b4f4776e4aac39441da026d242812
12814 SHA1 is: 570af140a8fde9ff12d8dc908e471f60cbb75834
12815 SHA1 is: 36ec1d4893e2b8d830df564e3e07fe12ef5807e1
12816 SHA1 is: 90ead13a7c4745584e8999d17829ea86626a65e7
12817 SHA1 is: 97b1cffeff90a4e7ebd5158e27c169d657486a59
12818 SHA1 is: 52cc3694b0ac26549e96924d19de755d9715390f
12819 SHA1 is: 0d862563df2e4953b6927818b83d682529f51990
12820 SHA1 is: 343d54be65f63666d2f20dff3631afc429e19165
12821 SHA1 is: 028aea175c9383f4799c203cf0f6144fb9fb3fe8
12822 SHA1 is: 5988e49bd2768c654ff08a18f8ce0e4b5798bf35
12823 SHA1 is: 6bb422e5b77c45e3abb115739c04b96925d3693f
12824 SHA1 is: 73eff297e216ae409803644b20facd428996e160
12825 SHA1 is: 206120312fa3f295662914f8183e9c96da0cc270
12826 SHA1 is: 218338c1323f879cf7bec3e87c8fb4f94c8a6daf
12827 SHA1 is: 70fe1326da628fab55a1acaebb2d05f814cb3cf2
12828 SHA1 is: a408ab59aa5a00ca674c08962e1de779de7a1b2b
12829 SHA1 is: ef590742b909eafd7e8ddc35d8a1f477edc90cc6
12830 SHA1 is: 3c17ee99e0459341068797ccebd4bbe69498b4ab
12831 SHA1 is: 8c4b47efd3ce8f51e155bc5cb8ccbf9c626fb975
12832 SHA1 is: 3e5c965ce7e753bafa16590791aec2897874a1a4
12833 SHA1 is: 5f6eb6aaf495bdf957784224915dde90b4a5199a
12834 SHA1 is: 306371f31587d040f53dd0352911ab268ff2cea6
12835 SHA1 is: ad2bf406082c01f2071366d33dd0a21606473de8
12836 SHA1 is: e5e84873fa060cb0959ef5ab70d8fa42b771eb6a
12837 SHA1 is: 2cefc96a4e1cdec515339c5e32d846f580e6eafb
12838 SHA1 is: 7b17ea9a8ab10d7714ebac56d96adf3ba96a5b67
12839 SHA1 is: 5b57a1f9794bb0d35c7083c04bcf57368043ad96
12840 SHA1 is: 203b699e92ddb4b6e42a16e2c4e2c05803c0212a
12841 SHA1 is: 90041e54ccf65c210ba4dc2b19917426c335954d
12842 SHA1 is: f40ed4c961b188b55a5a18492631b437c339480f
12843 SHA1 is: 3cd7920c6b437d90b0d1214a6d9330103ac45e30
12844 SHA1 is: 0f47e200b3cbb15f401dc9f738adf7bd9f6770a3
12845 SHA1 is: 89cf7b39b133f8c76178f5a6a44f3e6c89c86ede
12846 SHA1 is: a698826fd264aef08769ecefa745e784507bafa6
12847 SHA1 is: 1a0d5d62442cf077cbae8d479f5eadef655e0211
12848 SHA1 is: fb5933130c3074fa18b84f9a49b94246e9b4854e
12849 SHA1 is: d52f343aeedaeec70ddba1320e2e21b750171266
12850 SHA1 is: 3938121780451aeed09f0febba15777dc4e6fb39
12851 SHA1 is: 40e2fd0e20162557194d2bfc4eee80c7daec1cc3
12852 SHA1 is: bb95b7a71ab61772735664a4f57f100cbf08c453
12853 SHA1 is: 2e62975735578696ac0d0f063aa36cfa122e2732
12854 SHA1 is: 6c7194a2e7f039bee95f96ec60ed379a81c4cad7
12855 SHA1 is: b8b91b75527fa1dce82f46f1943a6e4f68235849
12856 SHA1 is: ac39f318b46b84b71637d61b07cfeba9b704bf91
12857 SHA1 is: ce5cc25550d8b347afcbbce67bcc4090c4b97e93
12858 SHA1 is: 5e21272cc6ac949a075da7953d05d0a645b3c426
12859 SHA1 is: 92f5304f3605cfd94943abaadfecba78e1990337
12860 SHA1 is: cee5932a2c334812607807d3b90245d01d7132c1
12861 SHA1 is: 47d5c48618985137009504d19ce4330e71df0fea
12862 SHA1 is: 365eb1e57aa5582c35c0e79f23fdcc0283996f31
12863 SHA1 is: 48fe2f7fffb1f6fa7b174dc36437c5940adcc81a
12864 SHA1 is: 39fb4b5ec307111c038c9c991aa155073c5be027
12865 SHA1 is: 983b49258ce70fb01ec175f17dc5dc1c0f96694b
12866 SHA1 is: e90c4d53fe8710ba8eb9b5daa288d11794596588
12867 SHA1 is: 422bc55ba0c8d2f94359eba524727000850dc26b
12868 SHA1 is: ca1b36e45380d77f57f0dfc56348c6ed017dbede
12869 SHA1 is: 4a6a925f812badfd2caa4dbe83901e352944a2c2
12870 SHA1 is: 379a1ba54260af0fb81be411b364aaa74742f166
12871 SHA1 is: 45403b022d2edc7ad2aae602a8148333ecf4799d
12872 SHA1 is: 2caf8bb1afb895131fde57974000a58aa8b97189
12873 SHA1 is: a38dece9a7a124da025ce39b88ab78dbaa1d37e5
12874 SHA1 is: 6c24c9eb6198f851229363193a61efa408754ad7
12875 SHA1 is: bad43b77b29c6daebbd3c836c47dd59f6d754232
12876 SHA1 is: d89078dc8c9d0bd8bfa07a2cbd934c8b869bdcaf
12877 SHA1 is: 481017dc690155f06cc96d5f3f054b8b759fc427
12878 SHA1 is: 5d56dc2d72337f0ce8fcf9c6238837c04b048c01
12879 SHA1 is: 22165a2559cd9627dac17c51dd827e1d069756e9
12880 SHA1 is: f63c86be08b25813c8869d5581049e4979259a3e
12881 SHA1 is: 59a90131fb9c4f2bf12112e3a82f45eb33071a88
12882 SHA1 is: 1724d63dd4c2b92d08caa5344a8f0f2b4223bf4a
12883 SHA1 is: 76d688d118b05513eaed48c10c9773ce95f7594c
12884 SHA1 is: aff4bccd70a8a87be0b1d01907b746d47b1105c4
12885 SHA1 is: d38f94c619abdeae4076ec73da50dd069b90ffd3
12886 SHA1 is: 7aa7ec522de51139c63b586301caa06fd365fa64
12887 SHA1 is: 29711e93a27688132ed166fdbb33b3e28c5f9b51
12888 SHA1 is: ab9f4dc6b9405cc94a205c58fc940ea1db596a7b
12889 SHA1 is: 3510493b72ef26de95f0e1895c71774dad0636ee
12890 SHA1 is: 75549d6357c0a05ab132bacb805aa549199d299c
12891 SHA1 is: 4eb4c772443e42632c7c8af57a3af83c9531f96b
12892 SHA1 is: a4d2a947ba9d9664fbb3d3f93024e7fc8789ce96
12893 SHA1 is: a9b598242903fe7784c289d601e7e5a159bdb600
12894 SHA1 is: 2c5e527a9bf9366cf0fa7d37822c00efd33cec6b
12895 SHA1 is: 0a5cd611fc6e6d09296900fa45046cf254e38d5a
12896 SHA1 is: d59fa2cb2860b61bc3474eed1de9f3bd4c91fb6c
12897 SHA1 is: 66a4a7d354228c24553bbb82e6796e2921ef48a9
12898 SHA1 is: 04cd158f59d958a9d66292828e8037f90f9c1920
12899 SHA1 is: 7d5f1fef96f667e1127f8e82579aafc5e738cc32
12900 SHA1 is: 5b95c4a851cbeb5b48a511f794cbf12a0260083f
12901 SHA1 is: 52d1a9b85cd3b17f4a8f0f86b9057434e0f1f75b
12902 SHA1 is: f9415fc732c554d65ce24f629d00a1b112ae1f73
12903 SHA1 is: 86d3e6183a40b174da530ab0ad53e54b9d5216c4
12904 SHA1 is: 61285528339063ed36a6e95a66caaa6ba20096a8
12905 SHA1 is: 26cd44f028d237f6e5ee56492035fb8d6c13a5f5
12906 SHA1 is: b5c22de3626e6dad6aadf0423dc0f2ceb9d2e004
12907 SHA1 is: 9420ef969ec53810ec7035004b02be036e5ae71b
12908 SHA1 is: 4cf0c138fd0999eb5a704768c80b05d9a823cde5
12909 SHA1 is: 4cae41b5701b99b95c8ca6914e0bcbf87c20d679
12910 SHA1 is: 69be8abf2477a68a5049e9be374b2412ca7fa297
12911 SHA1 is: 824282b0ceba6202ddac39e9aba26517dc5d8513
12912 SHA1 is: a5f19bee4433972dce9a9227c4b95d51bf291aa7
12913 SHA1 is: 98d2851a2faab70e2ee68c0b6c8f1837bac18c19
12914 SHA1 is: 6ee590b9f62d7d358e2fa488a0d86b3a4b51e8d1
12915 SHA1 is: bbf9f7fc12b43961328c2405209e48e2fe107ccf
12916 SHA1 is: ae311e9ec998163d41c02db0fdec30b17046ec14
12917 SHA1 is: dc6b3ef6b5ceee2416e75a15c91cb1c8dae16707
12918 SHA1 is: 34ed6282b233a79b5ed5f4733f59f2debc2a5e27
12919 SHA1 is: 28aff1e02da3bfc1ca2905fe5f643b191457c635
12920 SHA1 is: ee975f5a1fa9eedc435530f73576e164a71fabc2
12921 SHA1 is: 19212aa7d1734de17defcaf7e941d26f16cbaa51
12922 SHA1 is: 868cd27efbf4f61c55ae3c35e455404007bc0c5a
12923 SHA1 is: 1607b81255683add20a7a2ccb0359950211f4791
12924 SHA1 is: 6699d59ee40072381d167c488c70e70cacf069f2
12925 SHA1 is: 15a68d805d16b41d2c70f320129667362c1295ab
12926 SHA1 is: 4086cdb1182b33f01c13bc085b2cfb416a41e02b
12927 SHA1 is: 44d492a1c55336185ed612dbc8f57c8958258aef
12928 SHA1 is: 6ed2d34787514b1b6b383b9d8d675e8723a27287
12929 SHA1 is: b48bc01166063064d0282d3a3c1be0a2473c2484
12930 SHA1 is: 6c2b6c9b615df049e6ade96fa4f477eabf28ffc6
12931 SHA1 is: cfc37d4764d5b5d83c9aabc1115aa6912a95ce8c
12932 SHA1 is: 7055d5475d753b5ba37e5b3bff9d067b6c8f6316
12933 SHA1 is: 65c6c21e0e4552c7f523b3e3459f97b42e03cb92
12934 SHA1 is: 9d2e1aef000cb76834b7805dbd1497b1b5eaab85
12935 SHA1 is: 9099f015a74b10558362fe13b9641e1a4be0c613
12936 SHA1 is: 0633cdb2fae9a08ea4b01ab63dc465959e855222
12937 SHA1 is: 02276101fe4b38c470079578aaed08da4f04ff4b
12938 SHA1 is: dd5af7948a539b0c7f3fcdb6134c9e561f3d766d
12939 SHA1 is: 8da33d45c212187092b4ceac7d11a96c29c5e776
12940 SHA1 is: b6f3e22cd1bd0fbef8eb081a4f7a1da1c9c44175
12941 SHA1 is: ba1e9f7afa24b6e0a8a5cef3166051b257227557
12942 SHA1 is: f2ddf453d53ebf32fc347e3e617dd10f4d33183a
12943 SHA1 is: df503ea0a9ff7dab4d3b531134dc20b49ec1de3b
12944 SHA1 is: fcc03326145ae6b103fd06d9f1f046103ab6d86e
12945 SHA1 is: 8086d18ace933548f856178e5ad271fa08b565be
12946 SHA1 is: 376058c03078aae2a1ba1518adf8e9afc4553737
12947 SHA1 is: e9d9eda63b3a979cfa4bee22c027e20429c7c455
12948 SHA1 is: 378339d652fa2112bf8d01f8e74b724df3602a9f
12949 SHA1 is: 43645f688664bc6e2482070a93ab5d11406b5346
12950 SHA1 is: 00eb0012da455918c563aae15da83ace8ef4fc05
12951 SHA1 is: d214fad589ea6e6c425eeb4b9504b65038119073
12952 SHA1 is: c22c50dd98db7c924f814701ee38e28196e8674f
12953 SHA1 is: 1221b94d8bb8e342496bf77a11cd6e2df2b61c7b
12954 SHA1 is: 9b9f029702765e0ab7e2df3ad2a69d00a18f353b
12955 SHA1 is: 3db9893c6df031c0e727feacd0152fd30fc679ce
12956 SHA1 is: 2545adcd5320034f8f15741036709e9179cf8227
12957 SHA1 is: 9f5c13941f2b8a183509bc27434d2d191924dcd1
12958 SHA1 is: a91790411daa1180febade637774c78a54d7fa91
12959 SHA1 is: 62187d2d39be18fd0806aaeeb88cfbe6a3970e78
12960 SHA1 is: 9444bfa7f7f0dd488d66d0633b4b95420dd9b2cc
12961 SHA1 is: 4587500a94d9664bdefa9707375811aef176bfef
12962 SHA1 is: 5b107cf295a02d2e2685400b7c6e171d2ad807d3
12963 SHA1 is: 22e1b58651d45d9f359605226f66232e19c17a8e
12964 SHA1 is: 75118720d717922dcf6585aa705eb7b0ca2af44e
12965 SHA1 is: 9330f71d266416a316783113ba1b998da0bae681
12966 SHA1 is: 55f7fc7412b3ed2195643721cd763aae0fd2b4ca
12967 SHA1 is: 55fa7b9cbdc29e7db85bfbb3a725165b31e7c751
12968 SHA1 is: 10c3f559e61b21c45f67a74e17f133022c18a4f5
12969 SHA1 is: fad7cef6c74e542195ae44cd6dc159bb6802cf46
12970 SHA1 is: fa61554d7d6dd025b3e19305a0ccef16c298c9d0
12971 SHA1 is: 564ed7f10a88c70b104e2cde12bcc5df64bcb354
12972 SHA1 is: 44c7016e156830155ee8ef39a1a9077ac7c38237
12973 SHA1 is: 1859f038efbf595783f168d7ee14301a339455ed
12974 SHA1 is: cd2454b22214fb9ab752f5ea9a71b738fff1e2ce
12975 SHA1 is: 19d8978e0d961315713f3102a6063a9698cf0f66
12976 SHA1 is: 21cec91cb4a2f4a009218d2dbcd3b29c4c0af0de
12977 SHA1 is: ab62f1ac3b0515569a9304955039430e76f4751b
12978 SHA1 is: 06f3e5c1af5439c2473f4e0227abc016d838b8bb
12979 SHA1 is: b3860b9bfcbcd6218933de968d99e8c58879a171
12980 SHA1 is: d3cfda340cd2f850a1e2fce5084324cb76b2c4a2
12981 SHA1 is: 9ed9977b588be682bdc78cd55ce1008bb73b3786
12982 SHA1 is: dc3abe0e716acef057404b9019370ff9f0c6f584
12983 SHA1 is: eea8e402939ec83822e2a71f595dd4fb048dfb28
12984 SHA1 is: ade98da6a05e4ee7e3317388c4b63e298afa36e6
12985 SHA1 is: d64a466fed1739e4d421abbeb6e1562c0cec1258
12986 SHA1 is: 7de1e8f205260c4b9088e6ab730220a3ed96deb4
12987 SHA1 is: b6230a4a9a99fabbd046bb6c20a0569895242ed5
12988 SHA1 is: 138e10afcd8f2a37fa022ccafe27043ab4347c44
12989 SHA1 is: 0615faba29914b23fa2960a7377c0afbd934a814
12990 SHA1 is: 6526fe769d787a59011e4ad235b4247f80c77dbf
12991 SHA1 is: f323e44f97bc4ae51b9542896c01030fe21ca2d7
12992 SHA1 is: 3eb48b664173a8fa23c4410f7a1c66553209063d
12993 SHA1 is: 403317dc7bd7ae1c32c2fe407b88abf13b6db402
12994 SHA1 is: fb5f6748e2c444d69f434ca3d72f6a2502ad9480
12995 SHA1 is: b7c1e9e268f5baccbd6fabdd5602f20ad46ef1c9
12996 SHA1 is: c80eddd8e52b6f9674f7f2faeee57a3fde535273
12997 SHA1 is: 19f9f3dfab19fe57b43d8912b668eba9e3d045a2
12998 SHA1 is: f3494daa0a481b8e6f473a86847fc1bfa696512e
12999 SHA1 is: 7f9bf9ac66e34f8f2642e91a32f059bad3432e85
13000 SHA1 is: 2a83c5ae93ef0dca1c0d2249320c16a8e1c727e1
13001 SHA1 is: f56a6a4f9f982b16b8055d44b1c9e58794d2f6b2
13002 SHA1 is: 6ec12b49a4607a6f77281a250cfa2489a351c31d
13003 SHA1 is: 7661a20df56f76b67504096cd59c0786243d195c
13004 SHA1 is: a0c93bce08de021ca10dd0cd098ce0bc3499552c
13005 SHA1 is: fe578558bcdd0629f0edc012b0d8c5eeea7db2e7
13006 SHA1 is: 1ab8cd90f4f13c886e1a6d3dd8fdd9b823ab665a
13007 SHA1 is: 0aae5212eda529c739464b7b5572e67062ee694b
13008 SHA1 is: d643409267eb88ce30bfffbc5679379ee7349e72
13009 SHA1 is: 0f225bfa7034a6e4adf8a96a3d3be93b6961d9ac
13010 SHA1 is: 8a1e69b588d6ee95cad5965b46c4468263a93f98
13011 SHA1 is: 75860f3091c1912d88e1e78378b129d4311e1025
13012 SHA1 is: eeb4c127db2ee76eeffbe0adb90ef718f8f880e4
13013 SHA1 is: a58ca891dfe4c2370f6ea857326abf26cb9f190e
13014 SHA1 is: 5ca4cb943cf35746f99d600bcaee38849bc6020f
13015 SHA1 is: 2c0999219621cc5541a136816fdd2c057a45272e
13016 SHA1 is: 4184d663dc18536595fb3676dc661906dfb7bc44
13017 SHA1 is: fd0eb66d2c1b902105e49f4b01390011b21f13fb
13018 SHA1 is: 472cadcd12b2781fd97bbf72f9106e5465f7beb0
13019 SHA1 is: 34693e631656358161a6159f0cdb26bbf5c46cd2
13020 SHA1 is: deaf946ae19d5b0b16051324fd3ef0206f8fe6c8
13021 SHA1 is: da48d4836a1e51b5fede54d5013fb72052acf485
13022 SHA1 is: 37b6efcdefdb05ae3998ac3d1df63d65b372a42f
13023 SHA1 is: 7d96c31dd6ff8a60bb98b1a97d8613bceb103e72
13024 SHA1 is: 2af4c7813f6bdf5f3b58d6d9efee2717f157cb22
13025 SHA1 is: 71a1a88159ea3b3d34005671b4c0148f9fc77ecf
13026 SHA1 is: 557dc30c945070925653dbacfe6be41229dabded
13027 SHA1 is: f4ac0a90cdc88e900e10e70c902f7d74fa1f2147
13028 SHA1 is: 88d0754c1e245fa3e4bfa59d59b99fb2eefa0090
